msmID,source,name,city,country,latitude,longitude,hops
www.uaq.ma,Morocco,37286 NG-ICT-FORUM,,Nigeria,10.0,8.0,9
www.uaq.ma,Morocco,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,14
www.uaq.ma,Morocco,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,14
www.ugb.sn,Senegal,37286 NG-ICT-FORUM,,Nigeria,10.0,8.0,20
www.ugb.sn,Senegal,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,18
www.ugb.sn,Senegal,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,20
www.ucad.sn,Senegal,37286 NG-ICT-FORUM,,Nigeria,10.0,8.0,17
www.ucad.sn,Senegal,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,13
www.ucad.sn,Senegal,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,16
www.ku.ac.ke,Kenya,37286 NG-ICT-FORUM,,Nigeria,10.0,8.0,9
www.ku.ac.ke,Kenya,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,14
www.ku.ac.ke,Kenya,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,20
www.uonbi.ac.ke,Kenya,37286 NG-ICT-FORUM,,Nigeria,10.0,8.0,16
www.uonbi.ac.ke,Kenya,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,8
www.uonbi.ac.ke,Kenya,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,15
www.cu.edu.eg,Egypt,37286 NG-ICT-FORUM,,Nigeria,10.0,8.0,9
www.cu.edu.eg,Egypt,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,11
www.cu.edu.eg,Egypt,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,15
www.aucegypt.edu,Egypt,37286 NG-ICT-FORUM,,Nigeria,10.0,8.0,9
www.aucegypt.edu,Egypt,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,19
www.aucegypt.edu,Egypt,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,23
www.uwc.ac.za,SA,37286 NG-ICT-FORUM,,Nigeria,10.0,8.0,18
www.uwc.ac.za,SA,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,12
www.uwc.ac.za,SA,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,17
www.uct.ac.za,SA,37286 NG-ICT-FORUM,,Nigeria,10.0,8.0,22
www.uct.ac.za,SA,37282 MAINONE,Lagos,Nigeria,6.4474,3.3903,17
www.uct.ac.za,SA,37661 NRaE1-AS,Lagos,Nigeria,6.4474,3.3903,21
www.up.ac.mz,Mozambique,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,23
www.up.ac.mz,Mozambique,37182 TERNET,,Tanzania,-6.8227,39.291,22
www.up.ac.mz,Mozambique,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,17
www.uem.mz,Mozambique,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,13
www.uem.mz,Mozambique,37182 TERNET,,Tanzania,-6.8227,39.291,9
www.uem.mz,Mozambique,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,10
www.knust.edu.gh,Ghana,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,19
www.knust.edu.gh,Ghana,37182 TERNET,,Tanzania,-6.8227,39.291,18
www.knust.edu.gh,Ghana,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,16
www.ug.edu.gh,Ghana,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,20
www.ug.edu.gh,Ghana,37182 TERNET,,Tanzania,-6.8227,39.291,15
www.ug.edu.gh,Ghana,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,17
www.univ-bejaia.dz,Algeria,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,21
www.univ-bejaia.dz,Algeria,37182 TERNET,,Tanzania,-6.8227,39.291,14
www.univ-bejaia.dz,Algeria,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,13
www.univ-tlemcen.dz,Algeria,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,26
www.univ-tlemcen.dz,Algeria,37182 TERNET,,Tanzania,-6.8227,39.291,19
www.univ-tlemcen.dz,Algeria,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,18
www.uca.ma,Morocco,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,16
www.uca.ma,Morocco,37182 TERNET,,Tanzania,-6.8227,39.291,15
www.uca.ma,Morocco,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,16
www.uaq.ma,Morocco,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,17
www.uaq.ma,Morocco,37182 TERNET,,Tanzania,-6.8227,39.291,19
www.uaq.ma,Morocco,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,19
www.ugb.sn,Senegal,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,18
www.ugb.sn,Senegal,37182 TERNET,,Tanzania,-6.8227,39.291,18
www.ugb.sn,Senegal,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,23
www.ucad.sn,Senegal,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,15
www.ucad.sn,Senegal,37182 TERNET,,Tanzania,-6.8227,39.291,14
www.ucad.sn,Senegal,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,18
www.ku.ac.ke,Kenya,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,16
www.ku.ac.ke,Kenya,37182 TERNET,,Tanzania,-6.8227,39.291,17
www.ku.ac.ke,Kenya,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,17
www.uonbi.ac.ke,Kenya,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,10
www.uonbi.ac.ke,Kenya,37182 TERNET,,Tanzania,-6.8227,39.291,11
www.uonbi.ac.ke,Kenya,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,11
www.unilag.edu.ng,Nigeria,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,17
www.unilag.edu.ng,Nigeria,37182 TERNET,,Tanzania,-6.8227,39.291,11
www.unilag.edu.ng,Nigeria,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,12
www.abu.edu.ng,Nigeria,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,17
www.abu.edu.ng,Nigeria,37182 TERNET,,Tanzania,-6.8227,39.291,15
www.abu.edu.ng,Nigeria,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,16
www.cu.edu.eg,Egypt,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,16
www.cu.edu.eg,Egypt,37182 TERNET,,Tanzania,-6.8227,39.291,17
www.cu.edu.eg,Egypt,327900 SIMPLYCONNECT-Simply-Computers,Dar es Salaam,Tanzania,-6.7963000000000005,39.2847,17
www.aucegypt.edu,Egypt,37084 Simbanet (T) Ltd,,Tanzania,-6.8227,39.291,17
